"LEVEL"	"TAXA"	"Project_248"	"Project_SSputum-dil-DNase-cDNA"	"Project_SSputum-dil-DNase-RAB"	"Project_SSputum-dil-no-cDNA"	"Project_SSputum-dil-no-RAB"	"Project_SSputum-DNase-cDNA"	"Project_SSputum-DNase-RAB"	"Project_SSputum-no-cDNA"	"Project_SSputum-no-RAB"
"replicon"	"614705596"	0	2	6	0	0	0	4	0	0
"replicon"	"614705610"	0	2	14	0	0	2	10	0	0
"replicon"	"614705624"	0	4	16	0	0	1	33	1	0
"replicon"	"614705640"	0	0	8	0	0	5	19	0	0
"replicon"	"614705656"	0	1	20	0	0	3	27	0	0
"replicon"	"614705670"	0	2	19	0	0	7	28	0	0
"replicon"	"614705684"	0	3	25	0	0	8	56	0	0
"replicon"	"614705698"	0	0	10	0	0	4	17	0	0
"replicon"	"614705712"	0	2	14	0	0	7	28	0	0
"replicon"	"614705727"	0	2	24	0	0	2	29	0	0
"replicon"	"614705769"	0	5	101	0	0	25	112	0	0
"replicon"	"614705797"	0	0	7	0	0	2	4	0	0
"replicon"	"614705811"	0	0	3	0	0	1	4	0	0
"replicon"	"614705839"	0	1	13	0	0	3	14	0	0
"replicon"	"614705867"	0	0	2	0	0	2	4	0	0
"replicon"	"614705894"	0	1	6	0	0	1	6	0	0
"replicon"	"62128"	0	0	4	0	0	0	0	0	0
"replicon"	"62178570"	0	2	1	0	0	5	0	0	0
"replicon"	"62316961"	0	0	0	0	0	0	1	0	0
"replicon"	"62388892"	0	0	0	0	0	0	0	1	0
"replicon"	"62530888"	0	1	0	0	0	1	1	0	0
"replicon"	"62530898"	0	0	0	0	0	4	6	0	0
"replicon"	"651853778"	0	46	27	188	0	130	56	1854	0
"replicon"	"651859679"	0	51	22	138	0	130	58	1391	0
"replicon"	"651868701"	0	54	20	135	1	132	64	1336	0
"replicon"	"651874622"	0	62	22	159	1	145	66	1381	0
"replicon"	"658307174"	0	0	0	0	0	0	0	4	0
"replicon"	"658307233"	0	0	0	0	1	0	0	1	0
"replicon"	"658307475"	0	0	0	1	0	0	0	0	0
"replicon"	"658307760"	0	0	0	0	0	0	0	3	0
"replicon"	"658608029"	0	0	0	0	0	0	0	1	0
"replicon"	"66043271"	0	3	12	0	0	118	5	6	0
"replicon"	"661920598"	0	0	0	0	0	0	0	1	0
"replicon"	"661921305"	0	1	0	0	0	0	0	0	0
"replicon"	"661921484"	0	1	0	0	0	0	0	0	0
"replicon"	"662859611"	0	0	0	0	0	1	0	0	0
"replicon"	"66395164"	0	0	0	0	0	0	0	1	0
"replicon"	"66395293"	0	0	0	0	0	0	0	2	0
"replicon"	"66395370"	0	0	0	0	0	1	0	0	0
"replicon"	"66395656"	0	0	0	0	0	0	0	1	0
"replicon"	"66395885"	0	0	0	0	0	0	0	1	0
"replicon"	"66396267"	0	0	0	2	0	0	0	0	0
"replicon"	"66396333"	0	0	0	1	0	0	0	0	0
"replicon"	"66766352"	0	0	0	0	0	1	0	1	0
"replicon"	"667668758"	0	3	17	0	0	16	49	0	0
"replicon"	"667668765"	0	1	0	0	0	9	2	0	0
"replicon"	"667714390"	0	11	18	0	0	17	73	0	0
"replicon"	"667714394"	0	2	14	0	0	16	45	0	0
"replicon"	"667714398"	0	4	18	0	0	13	58	0	0
"replicon"	"669258221"	0	0	0	0	0	0	0	3	0
"replicon"	"669333224"	0	1	5	0	0	2	2	0	0
"replicon"	"669333249"	0	1	15	0	0	4	23	0	0
"replicon"	"669333261"	0	0	3	0	0	0	5	0	0
"replicon"	"669333273"	0	0	4	0	0	0	4	0	0
"replicon"	"669333285"	0	2	12	0	0	4	20	0	0
"replicon"	"669333307"	0	1	37	0	0	3	60	0	0
"replicon"	"669333319"	0	1	45	0	0	7	40	0	0
"replicon"	"669333331"	0	4	41	0	0	17	107	0	0
"replicon"	"669333343"	0	5	11	0	0	4	21	0	0
"replicon"	"669333355"	0	1	8	0	0	5	23	0	0
"replicon"	"670145244"	1	0	0	0	0	0	0	0	0
"replicon"	"674304938"	0	0	0	0	0	1	0	0	0
"replicon"	"682122904"	0	0	0	0	0	0	0	1	0
"replicon"	"68448677"	0	1	0	0	0	0	0	0	0
"replicon"	"68535062"	0	7	2	22	1	12	0	192	1
"replicon"	"6969640"	0	0	1	1	0	0	0	0	0
"replicon"	"701216630"	0	0	0	0	0	0	1	0	0
"replicon"	"701216651"	0	0	0	0	0	8	4	0	0
"replicon"	"701216714"	0	0	0	0	0	5	3	0	0
"replicon"	"701216756"	0	0	0	0	0	1	1	0	0
"replicon"	"70725001"	0	20	3	4	0	27	21	10	0
"replicon"	"70728250"	0	8	7	0	0	416	24	9	0
"replicon"	"71057164"	0	9	50	0	0	36	139	1	0
"replicon"	"71064581"	0	1	0	0	0	7	0	1	0
"replicon"	"717006888"	0	0	0	0	0	0	0	1	0
"replicon"	"71725141"	0	0	0	0	0	0	0	1	0
"replicon"	"71733195"	0	3	11	0	0	132	5	0	0
"replicon"	"71842875"	0	0	0	0	0	0	0	3	0
"replicon"	"71842887"	0	0	0	0	0	0	0	2	0
"replicon"	"71842899"	0	0	0	0	0	0	0	6	0
"replicon"	"71842911"	0	2	5	0	1	2	9	19	1
"replicon"	"71842923"	0	23	32	21	34	30	51	120	41
"replicon"	"71842935"	0	1	2	1	3	4	4	19	2
"replicon"	"71842947"	0	0	2	0	0	0	0	4	0
"replicon"	"71842959"	0	34	54	24	61	46	82	189	55
"replicon"	"71842971"	0	22	60	28	40	53	86	162	55
"replicon"	"71842983"	0	1	0	1	0	0	1	12	1
"replicon"	"71842995"	0	47	94	36	85	46	128	319	75
"replicon"	"71843007"	0	15	24	12	16	21	21	73	16
"replicon"	"71843031"	0	0	2	1	3	0	3	25	5
"replicon"	"71902667"	0	2	3	2	0	5	0	2	0
"replicon"	"71909814"	0	1	0	4	2	2	2	15	0
"replicon"	"721347195"	0	0	0	0	0	3	12	0	0
"replicon"	"721347204"	0	0	0	0	0	3	18	0	0
"replicon"	"723605010"	0	0	1	0	0	0	0	0	0
"replicon"	"723605243"	0	0	0	0	0	0	0	1	0
"replicon"	"723605458"	0	0	0	0	0	0	0	1	0
"replicon"	"723605664"	0	0	0	0	0	0	0	1	0
"replicon"	"72384244"	0	0	0	0	0	0	0	1	0
"replicon"	"727377817"	0	1	0	0	0	0	0	0	0
"replicon"	"727879998"	0	0	2	0	0	1	8	0	0
"replicon"	"730091864"	0	0	4	0	0	0	0	0	0
"replicon"	"730977575"	0	0	3	0	0	0	0	0	0
"replicon"	"732554745"	0	0	0	0	0	0	0	2	0
"replicon"	"732688112"	0	0	1	0	0	0	4	0	0
"replicon"	"73661309"	0	2	0	0	0	11	6	0	0
"replicon"	"73919059"	0	8	0	0	0	12	37	0	0
"replicon"	"73919133"	0	11	17	0	0	11	0	0	0
"replicon"	"73919135"	0	8	0	0	0	7	0	0	0
"replicon"	"73919146"	0	19	5	0	0	22	4	0	0
"replicon"	"73919148"	0	5	0	0	0	13	31	0	0
"replicon"	"73919151"	0	2	0	0	0	14	15	0	0
"replicon"	"73919206"	0	0	0	0	0	3	2	0	0
"replicon"	"73919211"	0	0	0	0	0	1	0	0	0
"replicon"	"74310614"	0	13	8	1	1	26	15	12	1
"replicon"	"744394189"	0	2	1	0	0	3	17	0	0
"replicon"	"744516692"	0	0	0	0	0	1	1	0	0
"replicon"	"744692776"	0	0	0	0	0	0	0	2	0
"replicon"	"747017265"	0	0	0	1	0	0	0	0	0
"replicon"	"747017336"	0	0	0	0	0	0	0	1	0
"replicon"	"747017541"	0	0	0	1	0	0	0	0	0
"replicon"	"751251573"	0	0	1	0	0	0	8	0	0
"replicon"	"757399525"	0	2	13	0	0	11	29	0	0
"replicon"	"758794649"	0	0	0	0	0	1	1	0	0
"replicon"	"759021862"	0	14	6	0	0	18	61	0	0
"replicon"	"759021867"	0	7	14	0	0	15	59	0	0
"replicon"	"759021872"	0	11	10	0	0	11	61	0	0
"replicon"	"759021877"	0	10	15	0	0	14	51	0	0
"replicon"	"759021882"	0	4	8	0	0	7	45	0	0
"replicon"	"759021887"	0	3	0	0	0	3	11	0	0
"replicon"	"759021892"	0	5	18	0	0	14	68	0	0
"replicon"	"764044028"	0	4466	8777	4763	7266	6623	11828	23768	7336
"replicon"	"764161128"	0	0	0	0	0	0	0	1	0
"replicon"	"76786714"	0	2	10	62	2	9	7	102	2
"replicon"	"77358697"	0	105	158	9	1	219	200	98	0
"replicon"	"77358982"	0	0	0	0	0	3	0	0	0
"replicon"	"78045556"	0	0	2	1	0	5	0	4	0
"replicon"	"78059643"	0	2	0	0	0	2	0	1	0
"replicon"	"78060853"	0	0	0	0	0	0	0	11	0
"replicon"	"78064658"	0	1	0	0	0	4	1	11	0
"replicon"	"794078032"	0	0	0	0	0	1	0	0	0
"replicon"	"81427616"	0	3	0	0	0	10	1	12	0
"replicon"	"815859033"	0	0	0	22	1	2	0	125	0
"replicon"	"820945227"	0	1	0	24	0	0	0	192	1
"replicon"	"822896089"	0	0	0	0	0	0	0	2	0
"replicon"	"823104953"	0	1	0	0	0	0	0	0	0
"replicon"	"823758379"	0	0	0	0	0	0	0	2	0
"replicon"	"823758409"	0	0	0	0	0	0	0	1	0
"replicon"	"823962666"	0	0	89	0	0	2	91	0	0
"replicon"	"82542618"	0	14	9	1	0	20	18	17	0
"replicon"	"82749777"	0	27	28	2	1	80	35	5	0
"replicon"	"82775382"	0	13	6	0	0	30	20	10	0
"replicon"	"828761698"	0	0	0	0	0	0	0	2	0
"replicon"	"836600679"	0	0	0	0	0	1	0	0	0
"replicon"	"83716035"	0	1	0	0	0	0	0	0	0
"replicon"	"844398545"	1	0	0	0	0	0	0	0	0
"replicon"	"84621657"	0	0	2	0	0	0	0	0	0
"replicon"	"848469578"	0	0	0	0	0	0	0	5	0
"replicon"	"849250250"	0	2	0	0	0	0	0	0	0
"replicon"	"849254577"	0	2	0	0	0	0	0	0	0
"replicon"	"849255373"	0	0	0	1	0	0	0	2	0
"replicon"	"85057978"	0	1	0	1	0	1	0	22	0
"replicon"	"85372828"	0	0	0	0	0	9	0	0	0
"replicon"	"87159837"	0	0	0	0	0	0	0	2	0
"replicon"	"87159847"	0	0	0	3	0	0	0	3	0
"replicon"	"87159884"	0	39	41	23	1	82	71	38	2
"replicon"	"87198026"	0	0	0	0	0	2	0	0	0
"replicon"	"88193823"	0	31	40	22	1	88	63	41	0
"replicon"	"88900616"	0	2	2	3	1	1	0	4	0
"replicon"	"88954063"	0	0	0	0	0	1	0	0	0
"replicon"	"89152530"	0	0	0	0	0	0	0	4	0
"replicon"	"89898822"	0	0	0	0	0	1	0	0	0
"replicon"	"902947391"	0	2	25	0	0	6	37	0	0
"replicon"	"90592575"	0	0	0	2	0	0	0	6	0
"replicon"	"906476064"	1	0	0	0	0	0	0	0	0
"replicon"	"90819652"	0	1	1	0	0	1	0	3	0
"replicon"	"908273952"	0	114	578	0	0	351	1283	1	0
"replicon"	"90960990"	0	1	0	0	0	1	5	3	0
"replicon"	"91206245"	0	0	0	2	0	0	0	9	0
"replicon"	"91209055"	0	44	16	27	1	81	33	111	1
"replicon"	"92112136"	0	0	0	0	0	1	0	0	0
"replicon"	"93004445"	0	16	124	0	0	37	246	0	0
"replicon"	"93004452"	0	18	74	0	0	35	164	0	0
"replicon"	"93004831"	0	2	0	0	0	9	0	1	0
"replicon"	"94308945"	0	20	0	0	0	9	0	6	0
"replicon"	"94984109"	0	2	0	0	0	0	0	0	0
"replicon"	"94987631"	0	0	2	3	0	6	1	2	0
"replicon"	"94989509"	0	3	1	0	0	5	3	4	0
"replicon"	"94991497"	0	2	1	3	0	5	0	4	0
"replicon"	"94993396"	0	1	1	1	0	7	4	4	0
"replicon"	"95102525"	0	1	0	0	0	1	14	0	0
"replicon"	"95102527"	0	10	6	0	0	19	43	1	0
"replicon"	"9625366"	0	0	0	0	0	0	0	2	0
"replicon"	"9626158"	0	0	0	0	0	1	0	0	0
"replicon"	"9626243"	0	4	2	1	0	0	0	0	0
"replicon"	"9626372"	0	2046	4303	2351	3532	3192	5768	10791	3507
"replicon"	"9628600"	0	0	0	0	0	0	0	7	0
"replicon"	"9629352"	0	1	4	0	0	3	19	0	0
"replicon"	"9630327"	0	0	0	1	0	0	0	0	0
"replicon"	"9635581"	0	1	0	0	0	0	0	9	0
"species"	"[Clostridium] saccharolyticum"	0	1	0	0	0	0	0	0	0
"species"	"[Haemophilus] ducreyi"	0	29	28	0	0	56	5	3	0
"species"	"[Haemophilus] parasuis"	0	10	13	0	0	18	17	0	0
"species"	"[Mannheimia] succiniciproducens"	0	9	3	0	0	19	3	0	0
"species"	"Achromobacter xylosoxidans"	0	39	74	132	1	48	123	953	0
"species"	"Acidaminococcus fermentans"	0	0	0	0	0	1	0	0	0
"species"	"Acidaminococcus intestini"	0	0	0	0	2	4	1	2	0
"species"	"Acidovorax avenae"	0	0	0	0	0	1	0	0	0
"species"	"Acidovorax ebreus"	0	1	0	0	0	0	0	0	0
"species"	"Acidovorax sp. JS42"	1	5	0	0	0	1	0	4	0
"species"	"Acidovorax sp. KKS102"	0	3	0	1	0	3	0	9	0
"species"	"Acinetobacter baumannii"	0	2382	3531	1860	74	6148	4493	3684	50
"species"	"Acinetobacter calcoaceticus"	0	178	62	0	0	103	61	7	0
"species"	"Acinetobacter oleivorans"	0	25	65	1	0	55	116	3	0
"species"	"Acinetobacter phage Bphi-B1251"	0	0	0	1	1	1	3	4	0
"species"	"Acinetobacter sp. ADP1"	0	21	52	1	0	37	57	2	0
"species"	"Actinobacillus pleuropneumoniae"	0	268	384	2	0	705	393	9	0
"species"	"Actinobacillus succinogenes"	0	10	4	0	0	21	3	0	0
"species"	"Actinobacillus suis"	0	72	164	5	0	281	281	1	0
"species"	"Aerococcus urinae"	0	4	17	1	0	6	15	0	0
"species"	"Aeromonas salmonicida"	0	0	0	0	0	0	0	2	0
"species"	"Aggregatibacter actinomycetemcomitans"	0	4	3	0	0	9	14	0	0
"species"	"Aggregatibacter aphrophilus"	0	77	206	10	0	187	202	43	0
"species"	"Agrobacterium fabrum"	0	7	0	0	0	2	0	0	0
"species"	"Agrobacterium sp. H13-3"	0	29	0	0	0	9	0	0	0
"species"	"Agrobacterium vitis"	0	1	0	0	0	0	0	0	0
"species"	"Alcanivorax dieselolei"	0	0	0	0	0	0	0	2	0
"species"	"Alicycliphilus denitrificans"	0	4	0	6	0	2	0	34	0
"species"	"Alistipes shahii"	18	0	0	4	0	0	0	0	0
"species"	"Alphapapillomavirus 7"	0	0	0	0	0	0	0	2	0
"species"	"Amycolicicoccus subflavus"	0	1	0	0	0	0	0	0	0
"species"	"Anaerococcus prevotii"	0	4	0	0	0	18	24	1	0
"species"	"Arcanobacterium haemolyticum"	2	0	0	0	0	0	0	7	0
"species"	"Atopobium parvulum"	10	45	112	2	0	81	105	58	0
"species"	"Azospira oryzae"	0	3	0	0	0	1	0	4	0
"species"	"Azotobacter vinelandii"	0	2	0	0	0	17	1	0	0
"species"	"Bacillus anthracis"	0	2	0	0	0	0	1	0	0
"species"	"Bacillus cereus"	0	2	2	1	0	1	5	1	0
"species"	"Bacillus coagulans"	0	0	0	0	0	3	0	0	0
"species"	"Bacillus cytotoxicus"	0	0	0	0	0	1	0	0	0
"species"	"Bacillus pumilus"	0	0	0	0	0	0	0	1	0
"species"	"Bacillus subtilis"	0	4	0	0	0	1	2	0	0
"species"	"Bacillus thuringiensis"	0	0	2	0	0	1	0	0	0
"species"	"Bacteroides fragilis"	4	17	0	21	4	26	14	77	2
"species"	"Bacteroides salanitronis"	5	0	0	4	0	0	0	8	0
"species"	"Bacteroides vulgatus"	0	3	0	0	0	5	2	0	0
"species"	"beta proteobacterium CB"	0	2	0	0	0	0	0	0	0
"species"	"Betacoronavirus 1"	0	3	0	0	0	42	80	0	0
"species"	"Bibersteinia trehalosi"	0	178	106	2	0	338	306	2	0
"species"	"Bifidobacterium animalis"	1	0	0	3	0	0	0	5	0
"species"	"Bifidobacterium bifidum"	0	0	0	0	0	1	0	0	0
"species"	"Bifidobacterium breve"	0	1	0	8	0	7	1	43	0
"species"	"Bifidobacterium dentium"	29	0	0	3	0	6	0	20	0
"species"	"Bifidobacterium longum"	6	8	0	8	0	16	0	58	1
"species"	"Bifidobacterium thermophilum"	0	0	0	0	0	0	0	1	0
"species"	"Bordetella avium"	0	1	0	0	0	2	0	0	0
"species"	"Bordetella bronchiseptica"	0	2	6	1	0	7	0	9	0
"species"	"Bordetella parapertussis"	0	5	6	0	0	7	1	4	0
"species"	"Bordetella pertussis"	0	3	0	7	0	4	0	34	0
"species"	"Bordetella petrii"	0	2	0	1	0	0	8	9	0
"species"	"Borrelia duttonii"	0	0	0	0	0	0	0	3	0
"species"	"Bradyrhizobium sp. BTAi1"	0	0	0	0	0	1	0	0	0
"species"	"Bradyrhizobium sp. ORS 278"	0	1	0	0	0	0	0	0	0
"species"	"Brevundimonas subvibrioides"	0	0	0	0	0	1	0	0	0
"species"	"Brucella abortus"	0	0	0	0	0	0	1	0	0
"species"	"Brucella canis"	0	0	0	0	0	0	1	1	0
"species"	"Brucella melitensis"	0	0	0	0	0	0	1	0	0
"species"	"Brucella microti"	0	0	0	0	0	0	1	0	0
"species"	"Brucella pinnipedialis"	0	0	0	0	0	1	0	0	0
"species"	"Brucella suis"	0	0	0	0	0	0	0	1	0
"species"	"Burkholderia ambifaria"	0	4	0	1	0	4	1	30	0
"species"	"Burkholderia cenocepacia"	0	12	0	26	1	20	44	666	0
"species"	"Burkholderia cepacia"	0	0	0	0	0	0	1	8	0
"species"	"Burkholderia glumae"	0	0	0	0	0	1	0	0	0
"species"	"Burkholderia lata"	0	3	0	0	0	6	1	23	0
"species"	"Burkholderia multivorans"	0	1	0	0	0	3	0	0	0
"species"	"Burkholderia pseudomallei"	0	0	0	1	0	3	0	0	0
"species"	"Burkholderia sp. KJ006"	0	2	0	1	0	3	3	4	0
"species"	"Burkholderia sp. RPE64"	0	1	0	0	0	0	0	0	0
"species"	"Burkholderia sp. YI23"	0	1	0	0	0	0	0	0	0
"species"	"Burkholderia thailandensis"	0	0	0	0	0	0	0	1	0
"species"	"Burkholderia vietnamiensis"	0	1	0	0	0	7	4	3	0
"species"	"Butyrivibrio proteoclasticus"	0	0	0	0	0	0	0	1	0
"species"	"Campylobacter curvus"	0	1	0	0	0	10	0	0	0
"species"	"Campylobacter jejuni"	0	0	0	0	0	1	0	0	0
"species"	"Candidatus Saccharibacteria bacterium RAAC3_TM7_1"	0	6	0	0	0	15	0	0	0
"species"	"Capnocytophaga canimorsus"	0	0	0	0	0	5	1	0	0
"species"	"Capnocytophaga ochracea"	0	46	108	2	1	110	193	14	0
"species"	"Carnobacterium maltaromaticum"	0	9	7	1	0	18	2	0	0
"species"	"Carnobacterium sp. 17-4"	0	0	0	0	0	0	0	1	0
"species"	"Carnobacterium sp. WN1359"	0	2	1	0	0	8	1	1	0
"species"	"Cellulomonas flavigena"	0	0	0	0	0	0	0	1	0
"species"	"Chromohalobacter salexigens"	0	0	0	0	0	1	0	0	0
"species"	"Chroococcidiopsis thermalis"	0	0	0	0	0	2	0	0	0
"species"	"Citrobacter rodentium"	0	1	2	0	0	3	1	3	0
"species"	"Clostridium perfringens"	0	1	0	0	0	3	0	0	0
"species"	"Clostridium sp. SY8519"	0	0	0	0	0	0	0	1	0
"species"	"Collimonas fungivorans"	0	10	8	4	0	38	21	26	0
"species"	"Comamonas testosteroni"	0	1	0	0	0	1	0	1	0
"species"	"Corynebacterium argentoratense"	0	140	91	1	0	419	93	7	0
"species"	"Corynebacterium aurimucosum"	1	2009	541	46	6	4916	1069	481	2
"species"	"Corynebacterium callunae"	0	1	0	0	0	2	1	3	0
"species"	"Corynebacterium diphtheriae"	0	6	0	77	4	13	0	479	7
"species"	"Corynebacterium efficiens"	0	11	5	2	0	14	9	18	0
"species"	"Corynebacterium glutamicum"	0	0	0	0	0	0	0	13	0
"species"	"Corynebacterium halotolerans"	0	246	94	0	0	659	168	9	0
"species"	"Corynebacterium jeikeium"	0	7	2	22	1	12	0	192	1
"species"	"Corynebacterium kroppenstedtii"	0	0	0	2	0	0	0	12	0
"species"	"Corynebacterium maris"	0	0	0	0	0	1	0	1	0
"species"	"Corynebacterium pseudotuberculosis"	0	114	20	1	0	283	27	0	0
"species"	"Corynebacterium resistens"	0	2	0	48	2	4	0	338	2
"species"	"Corynebacterium terpenotabidum"	0	72	34	0	0	231	28	0	0
"species"	"Corynebacterium ulcerans"	0	10	1	0	0	30	3	2	0
"species"	"Corynebacterium urealyticum"	0	4	0	40	1	6	0	198	2
"species"	"Corynebacterium variabile"	1	116	27	0	0	295	41	5	0
"species"	"Cowpox virus"	0	1	1	1	0	0	0	6	0
"species"	"Cronobacter sakazakii"	0	27	12	9	0	47	63	39	0
"species"	"Cryptobacterium curtum"	4	1	0	1	0	2	0	16	0
"species"	"Cucumber green mottle mosaic virus"	0	101	163	0	0	185	771	0	0
"species"	"Cucurbit aphid-borne yellows virus"	0	0	0	0	0	1	0	0	0
"species"	"Cucurbit yellow stunting disorder virus"	0	0	0	0	0	6	1	0	0
"species"	"Cupriavidus metallidurans"	0	26	0	1	0	11	0	10	0
"species"	"Cupriavidus necator"	0	1	0	0	0	0	0	0	0
"species"	"Cupriavidus pinatubonensis"	0	0	0	0	0	0	0	1	0
"species"	"Deinococcus geothermalis"	0	2	0	0	0	0	0	0	0
"species"	"Delftia acidovorans"	0	962	1	22	0	344	0	232	0
"species"	"Delftia sp. Cs1-4"	0	45	0	14	0	20	0	211	0
"species"	"Desulfovibrio desulfuricans"	0	0	0	0	0	2	0	0	0
"species"	"Dickeya dadantii"	0	7	1	0	0	12	10	3	0
"species"	"Dickeya zeae"	0	3	0	0	0	10	6	0	0
"species"	"Edwardsiella ictaluri"	0	2	1	0	0	8	13	0	0
"species"	"Edwardsiella piscicida"	0	3	0	0	0	3	1	0	0
"species"	"Edwardsiella tarda"	0	0	0	0	0	7	3	1	0
"species"	"Enterobacter aerogenes"	0	36	20	17	0	118	60	68	0
"species"	"Enterobacter asburiae"	0	62	63	4	0	125	63	15	0
"species"	"Enterobacter cloacae"	0	141	162	25	2	356	270	324	0
"species"	"Enterobacter lignolyticus"	0	10	38	0	0	53	76	6	0
"species"	"Enterobacter sp. 638"	0	41	35	2	0	89	39	1	0
"species"	"Enterobacter sp. R4-368"	0	8	19	0	0	16	4	1	0
"species"	"Enterobacteria phage f1"	0	0	41	0	0	0	4	0	0
"species"	"Enterobacteria phage HK106"	0	1	0	0	0	0	0	0	0
"species"	"Enterobacteria phage HK629"	0	1	0	1	0	1	0	0	0
"species"	"Enterobacteria phage HK630"	0	6	0	0	0	0	0	0	0
"species"	"Enterobacteria phage lambda"	0	5	3	1	0	0	0	0	0
"species"	"Enterobacteria phage M13"	0	0	63	0	0	0	9	0	0
"species"	"Enterobacteria phage P1"	0	0	0	4	0	0	0	9	0
"species"	"Enterobacteria phage P2"	0	0	0	1	0	0	0	0	0
"species"	"Enterobacteria phage phiX174 sensu lato"	0	23198	45721	25107	38878	33934	62298	126558	38449
"species"	"Enterobacteria phage SfI"	0	2	0	0	0	0	0	0	0
"species"	"Enterobacteriaceae bacterium strain FGI 57"	0	26	30	1	0	50	11	3	0
"species"	"Enterococcus casseliflavus"	0	0	0	0	0	2	1	0	0
"species"	"Enterococcus faecalis"	0	155	26	236	14	359	248	449	10
"species"	"Enterococcus faecium"	0	5	0	10	1	14	4	23	0
"species"	"Enterococcus hirae"	0	2	0	0	0	2	0	1	0
"species"	"Enterococcus mundtii"	0	7	2	0	0	9	1	0	0
"species"	"Enterococcus phage EF62phi"	0	0	0	0	0	0	0	2	0
"species"	"Enterococcus phage phiFL4A"	0	0	0	0	0	0	0	1	0
"species"	"Erwinia amylovora"	0	2	0	0	0	2	4	0	0
"species"	"Erwinia billingiae"	0	1	2	0	0	15	8	0	0
"species"	"Erwinia pyrifoliae"	0	0	0	0	0	3	0	0	0
"species"	"Erwinia sp. Ejp617"	0	0	0	0	0	1	0	0	0
"species"	"Erwinia tasmaniensis"	0	5	11	1	0	3	5	0	0
"species"	"Erythrobacter litoralis"	0	0	0	0	0	9	0	0	0
"species"	"Escherichia coli"	183	1868	889	1029	36	4149	1261	4341	51
"species"	"Exiguobacterium sp. AT1b"	0	0	0	0	0	1	0	0	0
"species"	"Exiguobacterium sp. MH3"	0	21	0	0	0	0	0	0	0
"species"	"Filifactor alocis"	57	16	0	20	0	39	27	13	0
"species"	"Finegoldia magna"	0	54	7	9	0	144	43	12	0
"species"	"Flavobacteriaceae bacterium 3519-10"	0	1	0	0	0	1	0	0	0
"species"	"Frog virus 3"	0	0	0	0	0	0	0	1	0
"species"	"Fusobacterium nucleatum"	24	842	1409	97	0	2535	1471	154	0
"species"	"Gallibacterium anatis"	0	4	2	0	0	9	8	0	0
"species"	"Gardnerella vaginalis"	0	0	0	4	0	1	0	1	0
"species"	"Haemophilus influenzae"	8	7003	6819	4388	162	18705	10743	8955	153
"species"	"Haemophilus parainfluenzae"	2	862	1130	80	6	2376	2150	434	6
"species"	"Haemophilus phage HP1"	0	0	0	0	0	0	0	7	0
"species"	"Haemophilus phage HP2"	0	0	0	0	0	0	0	2	0
"species"	"Herbaspirillum seropedicae"	0	9	1	2	0	6	1	18	0
"species"	"Herminiimonas arsenicoxydans"	0	20	6	5	0	45	56	32	0
"species"	"Histophilus somni"	0	3	0	0	0	6	0	0	0
"species"	"Human coronavirus NL63"	0	1026	6826	14	2	3173	15379	11	0
"species"	"Human endogenous retrovirus K"	0	0	0	104	1	4	4	618	0
"species"	"Human herpesvirus 1"	0	8	0	260	2	19	2	1512	3
"species"	"Human herpesvirus 2"	0	0	0	0	0	0	0	4	0
"species"	"Human herpesvirus 4"	0	0	0	2	0	0	0	4	0
"species"	"Human herpesvirus 5"	0	0	0	0	0	0	0	2	0
"species"	"Human immunodeficiency virus 1"	0	0	0	2	0	0	0	3	0
"species"	"Human immunodeficiency virus 2"	0	0	0	0	0	0	0	3	0
"species"	"Human mastadenovirus B"	0	2	0	0	0	2	0	8	0
"species"	"Human mastadenovirus C"	0	0	0	2	0	1	0	14	2
"species"	"Human metapneumovirus"	0	31	25	0	0	76	250	0	0
"species"	"Human parainfluenza virus 2"	0	1	0	0	0	14	2	0	0
"species"	"Human parainfluenza virus 3"	0	411	4843	9	1	1431	7529	2	2
"species"	"Human respiratory syncytial virus"	0	128	1333	0	0	422	2230	4	0
"species"	"Hyphomicrobium denitrificans"	0	0	4	0	0	0	0	0	0
"species"	"Hyphomicrobium sp. MC1"	0	0	4	0	0	1	0	0	0
"species"	"Influenza A virus"	0	53	22	0	0	83	89	0	0
"species"	"Janthinobacterium sp. Marseille"	0	15	8	3	0	77	82	33	1
"species"	"Jonesia denitrificans"	0	0	0	0	0	1	0	0	0
"species"	"Kineococcus radiotolerans"	0	2	0	0	0	3	0	0	0
"species"	"Kinetoplastibacterium blastocrithidii"	0	0	0	0	0	0	0	1	0
"species"	"Klebsiella oxytoca"	0	48	18	1	0	115	66	40	1
"species"	"Klebsiella pneumoniae"	0	306	201	1802	64	681	383	8409	50
"species"	"Klebsiella variicola"	0	19	22	5	0	48	26	52	2
"species"	"Kocuria rhizophila"	0	2	0	0	0	0	0	0	0
"species"	"Kytococcus sedentarius"	0	4	0	0	0	0	0	0	0
"species"	"Lactobacillus acidophilus"	0	0	0	1	0	8	14	0	0
"species"	"Lactobacillus amylovorus"	1	1	0	0	0	9	6	5	0
"species"	"Lactobacillus brevis"	0	0	0	0	0	0	0	1	0
"species"	"Lactobacillus buchneri"	0	4	0	0	0	16	0	2	0
"species"	"Lactobacillus casei"	0	31	4	15	0	61	28	45	0
"species"	"Lactobacillus crispatus"	0	4	0	4	0	18	5	21	0
